,Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (enrolled),Tuition fees up to date,Scholarship holder,Target
1565,6,12.166666666666666,6,1,1,2
1566,8,15.61111111111111,8,1,1,2
1567,5,11.4,5,1,0,2
1568,2,11.666666666666666,7,1,0,1
1569,0,0.0,6,1,0,0
1570,7,13.857142857142858,7,1,0,1
1571,0,0.0,6,0,0,0
1572,0,0.0,5,0,0,0
1573,4,11.75,6,0,0,0
1574,5,12.4,9,1,0,2
1575,0,0.0,0,1,0,2
1576,4,13.75,6,1,0,0
1577,4,13.0,5,1,0,1
1578,3,12.0,5,0,0,0
1579,0,0.0,0,1,1,1
1580,6,14.166666666666666,6,1,1,2
1581,4,11.0,6,1,0,1
1582,1,11.0,5,1,0,0
1583,5,11.2,6,1,1,0
1584,6,13.0,6,1,1,2
1585,0,0.0,0,1,0,2
1586,4,12.25,5,1,0,1
1587,3,10.8,5,1,0,1
1588,1,12.0,6,1,0,0
1589,6,12.166666666666666,6,1,0,2
1590,0,0.0,6,1,0,0
1591,0,0.0,0,1,0,0
1592,2,10.333333333333334,5,1,0,1
1593,0,0.0,0,0,1,0
1594,4,11.75,5,1,0,1
1595,4,11.0,5,1,0,1
1596,6,12.5,8,1,0,1
1597,6,16.142857142857142,6,1,1,2
1598,5,11.8,6,1,0,0
1599,3,11.333333333333334,6,1,0,0
1600,0,0.0,0,1,0,2
1601,4,14.25,6,1,0,1
1602,3,10.333333333333334,6,1,0,1
1603,5,13.6,6,1,0,2
1604,0,0.0,6,0,0,0
1605,8,11.625,10,1,0,1
1606,6,13.0,6,1,0,2
1607,8,12.8875,8,1,0,2
1608,5,13.6,6,1,0,1
1609,6,12.571428571428571,6,1,0,2
1610,2,12.5,5,1,0,0
1611,5,12.4,5,1,0,1
1612,8,12.28125,8,1,0,2
1613,0,0.0,5,0,0,0
1614,6,11.5,6,1,1,2
1615,2,11.0,6,1,0,0
1616,4,14.5,5,1,0,2
1617,5,11.8,6,1,0,0
1618,6,13.0,6,1,1,0
1619,5,11.8,8,1,1,2
1620,5,14.5,6,1,0,2
1621,5,13.0,5,1,0,2
1622,4,11.25,7,0,0,0
1623,4,11.75,7,1,0,0
1624,9,10.444444444444445,13,1,0,0
1625,0,0.0,5,0,0,0
1626,5,12.77777777777778,6,1,1,2
1627,4,11.0,7,1,0,0
1628,4,12.75,5,0,0,0
1629,0,0.0,5,1,0,0
1630,4,11.75,5,1,0,2
1631,0,0.0,4,0,0,0
1632,5,14.2,5,1,0,2
1633,11,12.818181818181818,11,1,0,1
1634,5,11.8,5,1,0,2
1635,6,13.333333333333334,6,1,1,2
1636,4,13.0,5,1,0,2
1637,7,11.65,8,1,1,2
1638,0,0.0,5,1,0,0
1639,11,14.818181818181818,12,1,0,2
1640,8,12.91111111111111,8,1,1,2
1641,6,14.857142857142858,6,1,0,2
1642,8,14.655555555555557,8,1,0,2
1643,6,11.0,6,1,0,2
1644,1,11.0,6,1,0,0
1645,0,0.0,0,1,0,0
1646,11,14.5,11,1,0,2
1647,8,14.3875,8,1,1,2
1648,7,12.142857142857142,8,1,0,0
1649,7,14.36,8,1,1,2
1650,7,14.514285714285714,8,1,0,1
1651,7,14.7,8,1,0,2
1652,5,14.0,5,1,0,1
1653,8,15.0625,8,1,1,2
1654,0,0.0,6,1,0,0
1655,5,12.6,5,1,0,2
1656,5,13.0,5,1,0,2
1657,2,10.5,5,1,0,1
1658,0,0.0,0,1,1,2
1659,0,0.0,0,1,0,1
1660,7,14.142857142857142,9,1,0,2
1661,6,15.666666666666666,6,1,0,2
1662,8,15.7425,8,1,0,2
1663,8,15.075,8,1,1,2
1664,4,11.75,5,1,0,2
1665,5,15.0,6,1,0,1
1666,6,12.333333333333334,6,1,1,2
1667,8,13.76125,8,1,0,2
1668,5,10.0,9,0,0,0
1669,5,13.0,6,1,1,2
1670,4,11.0,5,1,0,1
1671,6,14.0,6,1,0,2
1672,4,12.0,6,0,0,0
1673,8,14.077777777777778,8,1,0,2
1674,6,12.766666666666666,7,1,0,2
1675,0,0.0,6,0,0,0
1676,0,0.0,7,1,0,0
1677,5,12.6,5,1,1,2
1678,5,13.4,5,1,0,2
1679,0,0.0,7,1,0,0
1680,2,14.0,5,1,0,1
1681,3,12.666666666666666,6,1,0,1
1682,5,11.6,5,1,0,0
1683,4,12.75,5,1,0,0
1684,5,13.0,6,1,0,2
1685,6,15.0,6,1,0,2
1686,5,12.285714285714286,5,1,0,2
1687,0,0.0,5,0,0,0
1688,0,0.0,0,1,0,1
1689,0,0.0,0,1,0,0
1690,0,0.0,5,1,0,0
1691,0,0.0,6,0,0,0
1692,8,14.022222222222222,8,1,1,2
1693,4,12.4,5,1,0,1
1694,0,0.0,5,1,0,0
1695,6,13.285714285714286,6,1,1,2
1696,6,12.166666666666666,6,1,0,2
1697,0,0.0,5,1,0,0
1698,0,0.0,8,1,0,0
1699,0,0.0,8,1,0,0
1700,8,15.63375,8,1,1,2
1701,6,14.5,6,1,0,2
1702,0,0.0,6,1,0,0
1703,6,11.5,6,1,0,2
1704,6,13.0,6,1,1,2
1705,3,11.0,5,1,0,1
1706,0,0.0,0,1,0,0
1707,4,12.25,5,1,0,1
1708,4,13.125,7,1,0,0
1709,6,12.45,7,1,0,2
1710,7,12.0,7,1,0,1
1711,8,13.38125,8,1,1,2
1712,5,11.34,6,0,0,0
1713,2,11.5,6,0,0,1
1714,6,12.166666666666666,6,1,1,2
1715,8,13.3425,8,1,0,2
1716,6,13.03125,8,1,1,2
1717,1,10.0,8,1,1,1
1718,2,14.5,5,1,0,0
1719,0,0.0,5,1,0,0
1720,5,12.142857142857142,5,1,0,2
1721,5,11.4,6,1,1,2
1722,12,15.428571428571429,12,1,0,2
1723,5,12.4,6,1,1,2
1724,17,12.666666666666666,17,1,0,2
1725,4,12.0,5,1,0,0
1726,13,13.357142857142858,13,1,1,2
1727,4,10.75,6,1,1,1
1728,0,0.0,6,0,0,0
1729,13,12.846153846153848,13,1,0,2
1730,5,12.8,5,1,0,2
1731,3,12.0,5,0,0,0
1732,2,12.5,5,1,0,0
1733,9,11.0,11,1,0,1
1734,3,11.428571428571429,5,0,0,0
1735,8,13.125,9,1,0,2
1736,8,13.05375,8,1,0,2
1737,7,13.75,8,1,0,1
1738,6,13.833333333333334,6,1,0,2
1739,0,0.0,6,0,0,0
1740,3,12.666666666666666,6,1,0,0
1741,2,12.0,6,1,0,1
1742,5,13.333333333333334,6,1,0,0
1743,2,10.0,6,0,0,0
1744,0,0.0,6,0,0,0
1745,3,10.0,6,1,0,0
1746,4,11.5,6,0,0,0
1747,0,0.0,6,0,0,0
1748,0,0.0,6,0,0,0
1749,10,12.4,15,1,0,0
1750,4,12.25,8,1,0,1
1751,0,0.0,0,1,1,2
1752,4,12.0,6,1,0,1
1753,2,10.5,5,1,0,1
1754,0,0.0,5,0,0,0
1755,5,14.2,5,0,1,1
1756,10,12.272727272727272,11,1,0,1
1757,0,0.0,6,0,0,0
1758,6,15.0,6,1,0,2
1759,7,12.6,8,1,1,2
1760,6,11.833333333333334,6,1,0,2
1761,0,0.0,0,1,1,0
1762,6,16.5,6,1,0,2
1763,4,11.25,5,1,0,2
1764,9,12.6,9,1,1,2
1765,0,0.0,5,1,0,0
1766,1,14.0,7,0,0,0
1767,6,13.666666666666666,6,0,0,1
1768,0,0.0,8,1,0,0
1769,3,10.333333333333334,8,1,0,1
1770,5,12.0,6,1,1,1
1771,4,10.0,5,1,0,1
1772,6,14.428571428571429,6,1,1,2
1773,4,12.0,6,1,0,1
1774,3,10.0,6,1,0,1
1775,0,0.0,4,0,0,0
1776,7,11.428571428571429,7,1,0,2
1777,5,12.0,5,1,0,0
1778,4,11.0,5,1,0,2
1779,8,14.5,8,1,0,2
1780,5,12.25,6,1,0,1
1781,6,11.166666666666666,6,1,1,2
1782,7,15.57,8,1,0,0
1783,2,12.0,5,1,0,1
1784,8,15.91111111111111,8,1,0,0
1785,4,11.5,5,1,0,1
1786,0,0.0,6,1,0,0
1787,4,13.75,5,1,0,2
1788,0,0.0,6,1,0,0
1789,6,11.333333333333334,6,1,1,2
1790,7,13.075714285714286,8,1,0,2
1791,0,0.0,5,1,0,0
1792,2,13.5,5,1,0,0
1793,0,0.0,6,1,0,0
1794,6,12.333333333333334,7,1,0,1
1795,7,13.512857142857142,8,1,1,2
1796,6,12.166666666666666,6,1,1,2
1797,3,11.666666666666666,5,1,1,0
1798,3,13.333333333333334,6,0,0,0
1799,0,0.0,6,0,0,0
1800,5,12.288,8,1,0,0
1801,7,13.285714285714286,10,1,0,2
1802,5,12.8,5,1,1,2
1803,4,11.142857142857142,6,1,0,0
1804,0,0.0,5,0,0,0
1805,0,0.0,5,1,0,0
1806,3,11.5,5,1,1,1
1807,0,0.0,6,1,0,0
1808,4,12.0,5,0,1,1
1809,5,13.0,5,1,0,2
1810,6,12.833333333333334,6,1,0,2
1811,8,13.544444444444444,8,1,1,2
1812,5,12.6,7,1,0,0
1813,5,11.5,5,1,0,2
1814,0,0.0,6,1,0,0
1815,6,13.727272727272728,6,1,0,1
1816,13,12.0,14,1,0,2
1817,6,12.5,6,1,0,2
1818,0,0.0,6,0,0,0
1819,8,14.75,8,1,0,0
1820,3,11.666666666666666,6,0,0,1
1821,5,11.1,7,1,1,1
1822,0,0.0,5,1,0,1
1823,2,10.5,6,1,0,0
1824,6,12.666666666666666,6,1,0,2
1825,6,14.166666666666666,6,1,0,2
1826,6,14.333333333333334,6,1,1,2
1827,2,10.5,5,1,0,1
1828,0,0.0,7,0,0,0
1829,5,12.0,5,1,1,1
1830,4,11.5,6,1,0,0
1831,5,14.0,6,1,1,2
1832,5,11.6,5,1,1,2
1833,3,12.285714285714286,5,0,1,0
1834,8,14.864444444444445,8,1,1,2
1835,6,11.5,6,1,1,2
1836,7,12.142857142857142,7,1,0,2
1837,5,12.16,7,1,0,1
1838,8,13.427499999999998,8,1,0,2
1839,2,15.5,6,1,0,2
1840,0,0.0,6,1,0,0
1841,0,0.0,5,1,0,0
1842,3,11.0,5,1,1,2
1843,5,11.4,5,1,0,1
1844,8,12.36111111111111,8,1,0,2
1845,2,13.0,6,1,0,0
1846,4,12.25,6,1,0,0
1847,2,10.0,5,1,0,0
1848,8,12.68888888888889,8,1,0,2
1849,4,11.0,6,1,0,1
1850,0,0.0,8,0,0,0
1851,5,14.8,5,1,0,0
1852,5,11.8,5,1,0,2
1853,6,14.666666666666666,6,1,0,2
1854,2,10.5,5,0,0,0
1855,0,0.0,6,0,0,0
1856,6,12.875,6,0,1,2
1857,5,12.4,6,0,0,2
1858,6,12.333333333333334,6,1,0,2
1859,2,12.5,5,1,0,1
1860,0,0.0,5,1,0,0
1861,1,11.0,5,1,0,1
1862,0,0.0,6,0,0,0
1863,6,13.166666666666666,6,1,0,2
1864,0,0.0,5,1,1,0
1865,5,12.4,5,1,0,2
1866,0,0.0,5,0,0,0
1867,0,0.0,5,0,0,0
1868,11,14.333333333333334,11,1,1,2
1869,3,12.666666666666666,6,1,0,2
1870,0,0.0,5,0,0,0
1871,0,0.0,7,1,1,0
1872,9,15.011111111111113,10,1,0,2
1873,0,0.0,5,1,0,0
1874,4,12.75,6,1,1,2
1875,6,13.3,7,1,0,2
1876,0,0.0,7,1,0,0
1877,0,0.0,8,1,0,0
1878,0,0.0,0,0,1,0
1879,7,13.55714285714286,8,1,0,2
1880,6,14.636363636363637,6,1,0,1
1881,3,10.333333333333334,6,1,0,0
1882,0,0.0,6,1,0,0
1883,0,0.0,0,1,0,2
1884,3,11.725,7,1,0,1
1885,6,12.183333333333332,7,1,0,2
1886,4,11.0,8,0,0,0
1887,0,0.0,4,0,0,0
1888,5,14.333333333333334,6,1,0,2
1889,0,0.0,0,1,0,2
1890,0,0.0,0,1,0,2
1891,8,13.435,8,1,1,2
1892,0,0.0,5,1,0,0
1893,0,0.0,0,1,0,1
1894,17,12.176470588235292,17,1,0,2
1895,3,11.0,6,1,0,1
1896,2,11.5,6,1,0,1
1897,4,11.5,6,0,0,0
1898,0,0.0,0,1,0,2
1899,8,14.0,9,1,0,2
1900,6,12.666666666666666,6,1,0,2
1901,9,12.555555555555555,10,1,0,2
1902,6,14.0,6,1,0,2
1903,6,13.116666666666667,7,1,0,2
1904,6,11.666666666666666,6,1,0,2
1905,6,14.166666666666666,6,1,1,2
1906,8,15.6625,8,1,0,2
1907,7,12.944285714285714,8,1,0,2
1908,5,11.0,6,1,0,1
1909,6,14.266666666666666,7,1,0,2
1910,5,14.0,6,1,0,2
1911,8,12.48375,8,1,0,2
1912,8,15.3125,8,1,0,2
1913,0,0.0,6,0,0,0
1914,5,12.2,6,1,0,2
1915,6,13.45,7,1,0,2
1916,6,12.6,7,1,1,2
1917,8,12.9375,8,1,0,2
1918,5,12.8,6,1,1,2
1919,5,14.6,6,1,0,1
1920,2,13.5,6,1,0,1
1921,6,14.0,6,1,0,2
1922,3,10.0,6,1,0,1
1923,4,12.5,5,1,0,2
1924,0,0.0,6,1,1,0
1925,5,14.0,6,1,0,2
1926,5,12.714285714285714,5,1,1,2
1927,6,12.5,6,1,1,2
1928,5,13.0,6,0,1,1
1929,8,15.11111111111111,8,1,1,2
1930,8,13.21875,8,1,0,2
1931,6,12.333333333333334,6,1,0,2
1932,4,11.25,6,1,0,2
1933,8,13.3675,8,1,1,2
1934,7,12.825714285714286,8,1,1,2
1935,8,13.8875,8,1,0,2
1936,4,12.8,6,1,0,2
1937,6,13.683333333333332,7,1,0,2
1938,1,12.0,6,1,0,0
1939,5,11.2,6,1,0,2
1940,6,12.166666666666666,6,1,1,2
1941,6,13.166666666666666,6,1,0,2
1942,6,14.5,6,1,1,2
1943,5,11.4,6,1,0,2
1944,6,13.142857142857142,6,1,1,0
1945,8,14.9625,8,1,0,2
1946,8,14.035,8,1,0,2
1947,3,14.0,5,1,0,2
1948,6,13.333333333333334,6,1,1,2
1949,7,12.33,8,1,0,2
1950,0,0.0,6,1,0,0
1951,0,0.0,6,1,0,0
1952,0,0.0,0,0,0,0
1953,6,12.0,6,1,1,2
1954,5,12.46,8,1,0,1
1955,6,13.166666666666666,7,1,0,2
1956,2,11.5,6,1,0,1
1957,7,14.805714285714286,8,1,0,2
1958,6,11.714285714285714,6,1,0,0
1959,6,13.0,9,0,0,1
1960,6,12.666666666666666,6,1,1,2
1961,0,0.0,8,1,1,1
1962,5,13.8,6,1,1,2
1963,8,13.7125,8,1,1,2
1964,3,10.333333333333334,5,1,0,2
1965,12,13.461538461538462,12,1,0,2
1966,3,13.0,5,1,0,2
1967,5,11.6,5,1,0,1
1968,3,10.666666666666666,6,1,0,1
1969,5,15.4,6,1,0,2
1970,3,11.0,10,1,0,1
1971,6,12.142857142857142,6,1,1,2
1972,5,13.125,6,1,1,0
1973,5,12.2,5,1,1,2
1974,8,13.244444444444444,8,1,0,2
1975,10,11.4,11,1,0,0
1976,7,12.62142857142857,7,1,0,1
1977,5,12.5,6,1,0,2
1978,3,13.0,6,1,0,1
1979,6,14.5,6,1,1,2
1980,5,13.0,5,1,1,2
1981,6,11.833333333333334,6,1,1,2
1982,5,13.285714285714286,5,1,1,2
1983,6,13.966666666666669,7,1,0,2
1984,8,14.14125,8,1,1,2
1985,4,11.75,6,1,1,2
1986,8,14.6625,8,1,1,2
1987,0,0.0,5,1,0,1
1988,8,12.66875,8,1,1,2
1989,5,12.2,6,1,0,1
1990,5,12.8,6,1,0,2
1991,0,0.0,0,1,0,0
1992,4,11.75,6,1,0,1
1993,5,11.8,5,1,0,2
1994,0,0.0,6,1,1,0
1995,6,11.666666666666666,6,1,0,2
1996,6,13.1,6,1,0,2
1997,6,13.333333333333334,6,1,0,2
1998,0,0.0,6,1,0,0
1999,13,11.384615384615383,13,0,0,2
2000,3,10.333333333333334,6,0,0,0
2001,0,0.0,6,1,1,0
2002,5,12.6,6,1,0,2
2003,4,12.0,6,1,1,0
2004,0,0.0,5,0,0,0
2005,5,13.2,5,1,0,2
2006,6,14.166666666666666,6,1,0,2
2007,6,12.0,6,1,1,2
2008,0,0.0,0,1,0,2
2009,0,0.0,6,1,0,0
2010,6,12.666666666666666,7,1,1,2
2011,5,12.4,5,1,0,2
2012,5,10.6,6,1,0,0
2013,0,0.0,5,0,0,0
2014,0,0.0,6,0,0,0
2015,6,13.285714285714286,6,1,0,2
2016,5,12.2,6,1,0,2
2017,8,14.22222222222222,8,1,0,2
2018,5,13.0,6,1,0,1
2019,6,13.833333333333334,6,1,1,2
2020,0,0.0,6,0,0,0
2021,0,0.0,6,0,0,0
2022,0,0.0,0,1,0,0
2023,6,12.285714285714286,6,1,0,2
2024,4,11.75,5,1,0,1
2025,7,12.9125,8,1,0,2
2026,0,0.0,0,1,0,2
2027,0,0.0,0,1,0,1
2028,6,12.966666666666669,7,1,1,2
2029,6,13.666666666666666,6,1,0,2
2030,8,14.36875,8,1,0,2
2031,0,0.0,8,1,0,0
2032,4,12.25,6,1,0,2
2033,0,0.0,5,1,0,0
2034,6,14.166666666666666,6,1,1,2
2035,4,14.375,7,1,0,1
2036,1,10.0,5,1,0,0
2037,2,12.0,5,1,0,0
2038,4,11.5,5,1,0,2
2039,6,11.666666666666666,6,1,1,2
2040,2,11.0,6,0,0,0
2041,10,11.6,10,1,0,2
2042,6,13.5,6,1,0,2
2043,6,12.166666666666666,6,1,0,2
2044,4,12.8,6,1,0,2
2045,7,12.842857142857143,8,1,0,2
2046,0,0.0,8,1,0,0
2047,4,11.225,7,1,0,0
2048,8,15.125,8,1,0,2
2049,7,13.44285714285714,8,1,0,2
2050,5,10.833333333333334,6,1,0,2
2051,6,12.285714285714286,6,1,1,2
2052,0,0.0,1,1,0,0
2053,6,13.066666666666668,7,1,0,1
2054,8,14.0625,8,1,1,2
2055,6,13.5,6,1,1,2
2056,11,12.636363636363637,11,1,1,2
2057,2,12.0,6,1,0,1
2058,4,11.25,5,1,1,2
2059,5,12.0,6,0,0,0
2060,8,13.666666666666666,8,1,1,2
2061,8,13.3875,8,1,1,2
2062,7,13.328571428571427,8,1,0,2
2063,5,11.0,6,1,0,2
2064,5,13.2,5,1,0,2
2065,6,15.0,6,1,1,2
2066,6,12.666666666666666,6,1,1,2
2067,6,12.5,6,1,1,2
2068,5,11.0,6,1,0,1
2069,3,12.333333333333334,5,0,0,0
2070,6,11.77777777777778,6,1,0,2
2071,6,12.916666666666666,7,1,0,2
2072,5,13.8,6,1,0,2
2073,5,13.8,5,1,1,2
2074,6,13.666666666666666,6,1,1,2
2075,6,15.0,6,1,1,2
2076,6,12.333333333333334,6,1,0,2
2077,8,14.3775,8,1,0,2
2078,7,13.042857142857144,8,1,0,2
2079,6,14.15,7,1,1,2
2080,7,12.471428571428572,8,1,1,2
2081,6,14.15,7,1,0,2
2082,8,14.0475,8,1,0,2
2083,6,14.666666666666666,6,1,0,2
2084,6,13.166666666666666,6,1,1,2
2085,0,0.0,4,0,0,0
2086,0,0.0,6,1,0,0
2087,5,15.166666666666666,6,1,0,0
2088,6,12.633333333333333,7,1,1,2
2089,5,12.6,5,0,0,0
2090,6,14.233333333333334,7,1,0,2
2091,3,11.333333333333334,5,1,0,1
2092,7,15.7,8,1,0,2
2093,6,15.2,7,1,0,2
2094,5,15.6,6,0,0,0
2095,12,12.857142857142858,12,1,0,2
2096,0,0.0,8,1,0,0
2097,6,12.0,6,1,0,2
2098,8,13.78125,8,1,1,2
2099,5,11.666666666666666,6,1,0,0
2100,5,11.833333333333334,6,1,0,1
2101,4,12.0,6,1,0,2
2102,8,14.28625,8,1,1,2
2103,3,10.666666666666666,6,0,0,0
2104,6,14.428571428571429,6,1,1,2
2105,2,13.4,7,1,1,1
2106,4,12.5,6,1,0,1
2107,5,13.2,6,1,0,2
2108,3,11.8,5,1,0,1
2109,5,13.0,6,1,0,2
2110,3,15.333333333333334,5,1,0,1
2111,6,14.333333333333334,6,1,1,2
2112,8,16.8,8,1,0,2
2113,6,11.857142857142858,6,1,0,2
2114,4,11.25,6,1,0,0
2115,0,0.0,6,1,0,0
2116,6,12.0,6,1,0,2
2117,8,12.82875,8,1,0,0
2118,5,14.4,6,1,0,2
2119,0,0.0,0,1,0,1
2120,0,0.0,6,0,1,0
2121,4,12.4,5,1,0,2
2122,5,11.6,5,1,1,2
2123,0,0.0,6,1,0,0
2124,0,0.0,0,1,0,2
2125,1,10.0,6,1,1,0
2126,8,13.744444444444444,8,1,1,0
2127,6,12.758333333333333,8,0,0,0
2128,0,0.0,0,1,1,0
2129,6,13.25,6,1,0,2
2130,4,12.75,6,1,0,1
2131,6,12.0,6,1,1,2
2132,5,12.2,5,1,0,2
2133,8,13.05,8,1,1,2
2134,7,13.614285714285714,8,1,0,2
2135,0,0.0,6,1,0,0
2136,6,12.166666666666666,6,0,0,2
2137,6,12.5,6,1,0,2
2138,8,14.4375,8,1,1,2
2139,2,11.5,5,0,1,0
2140,7,12.728571428571428,8,1,0,1
2141,5,11.285714285714286,5,1,0,2
2142,6,13.285714285714286,6,1,0,2
2143,0,0.0,0,1,0,2
2144,6,13.666666666666666,6,1,0,2
2145,5,14.166666666666666,6,0,0,1
2146,6,12.833333333333334,6,1,1,2
2147,4,12.5,6,1,0,2
2148,5,14.8,5,1,0,2
2149,6,14.428571428571429,6,1,1,2
2150,7,13.285714285714286,7,1,0,2
2151,5,12.333333333333334,6,1,0,1
2152,8,13.125555555555556,8,1,0,2
2153,9,13.0,11,1,0,2
2154,6,15.142857142857142,6,1,0,2
2155,8,15.092,8,1,1,2
2156,0,0.0,0,1,0,1
2157,6,13.142857142857142,6,1,0,2
2158,5,14.333333333333334,6,1,0,2
2159,3,10.333333333333334,6,1,1,0
2160,7,14.565714285714288,8,1,1,2
2161,4,10.75,5,0,0,0
2162,0,0.0,5,1,0,0
2163,7,13.775,8,1,0,2
2164,6,15.333333333333334,6,1,0,2
2165,6,13.833333333333334,6,1,0,2
2166,7,14.962857142857144,8,1,1,2
2167,5,11.2,5,1,0,2
2168,8,12.8,8,1,0,2
2169,6,17.166666666666668,6,1,0,2
2170,7,13.714285714285714,8,1,0,2
2171,6,12.166666666666666,6,1,0,2
2172,3,11.0,6,1,0,2
2173,0,0.0,5,0,0,0
2174,11,12.75,11,1,1,2
2175,0,0.0,0,1,0,2
2176,6,14.166666666666666,6,1,0,2
2177,2,10.5,6,1,0,0
2178,8,14.772727272727272,8,1,0,2
2179,6,12.714285714285714,6,1,0,2
2180,0,0.0,0,1,0,0
2181,6,10.5,6,1,1,2
2182,8,13.063636363636364,8,1,1,2
2183,10,12.9,12,1,0,0
2184,2,10.5,6,1,0,1
2185,3,12.333333333333334,6,1,1,2
2186,5,11.142857142857142,6,1,1,1
2187,8,13.40375,8,1,1,2
2188,3,12.666666666666666,6,1,1,2
2189,6,12.333333333333334,6,1,0,0
2190,0,0.0,0,1,1,1
2191,0,0.0,8,1,0,0
2192,4,16.0,6,0,0,0
2193,3,11.0,5,1,0,1
2194,0,0.0,0,1,1,2
2195,6,12.285714285714286,6,1,1,1
2196,4,12.25,5,1,0,1
2197,4,10.333333333333334,6,1,0,1
2198,2,10.0,5,1,0,0
2199,0,0.0,7,1,0,0
2200,0,0.0,6,0,0,0
2201,2,12.6,8,1,0,2
2202,4,12.5,6,1,0,2
2203,0,0.0,0,1,0,0
2204,5,11.8,6,1,0,2
2205,6,14.125,6,1,1,1
2206,0,0.0,5,0,0,0
2207,3,13.333333333333334,5,1,0,1
2208,3,10.571428571428571,5,1,1,1
2209,0,0.0,6,0,0,0
2210,7,13.1,8,1,0,2
2211,6,13.166666666666666,6,1,0,2
2212,3,12.0,5,1,0,1
2213,3,13.0,6,1,0,0
2214,6,15.166666666666666,6,1,0,2
2215,8,11.0,10,1,0,1
2216,4,13.6,7,1,0,2
2217,3,11.0,5,1,0,0
2218,6,13.5,6,1,0,2
2219,6,14.666666666666666,6,1,0,2
2220,7,12.742857142857144,8,1,0,2
2221,7,13.12857142857143,8,1,0,2
2222,3,11.666666666666666,5,1,0,1
2223,0,0.0,0,0,0,0
2224,7,14.935714285714283,8,1,1,2
2225,4,10.0,6,1,0,0
2226,5,13.0,6,1,0,2
2227,0,0.0,6,1,0,0
2228,4,14.0,6,1,0,0
2229,4,10.75,6,1,0,2
2230,0,0.0,0,1,0,2
2231,0,0.0,0,1,0,0
2232,0,0.0,5,1,0,0
2233,3,11.666666666666666,6,1,0,0
2234,4,12.0,6,1,1,1
2235,0,0.0,0,1,1,2
2236,2,13.0,6,1,0,1
2237,0,0.0,6,0,0,0
2238,3,11.333333333333334,6,1,0,1
2239,0,0.0,6,0,0,1
2240,5,12.2,6,1,0,2
2241,3,11.333333333333334,5,1,0,1
2242,2,10.5,5,1,0,1
2243,8,13.90625,8,1,1,2
2244,1,10.0,6,1,0,0
2245,6,13.666666666666666,6,1,0,2
2246,6,12.416666666666666,7,1,1,1
2247,0,0.0,8,1,1,1
2248,0,0.0,5,0,0,0
2249,4,13.25,5,1,0,2
2250,2,14.0,6,1,0,0
2251,7,12.25,11,1,0,0
2252,5,14.4,11,1,0,0
2253,0,0.0,5,0,0,0
2254,0,0.0,5,0,0,0
2255,5,14.333333333333334,6,1,0,0
2256,12,12.25,16,0,0,0
2257,2,11.5,6,1,0,1
2258,3,12.666666666666666,6,1,0,0
2259,6,13.166666666666666,6,1,0,2
2260,6,12.714285714285714,6,1,1,1
2261,2,11.5,5,1,0,0
2262,0,0.0,6,1,0,0
2263,10,15.0,10,0,0,0
2264,5,11.8,6,1,0,1
2265,4,14.8,6,0,0,1
2266,1,13.0,6,1,0,0
2267,0,0.0,5,1,0,0
2268,3,10.666666666666666,7,1,0,0
2269,0,0.0,5,1,0,0
2270,0,0.0,5,0,0,0
2271,5,12.8,6,1,1,2
2272,5,11.142857142857142,5,1,0,0
2273,0,0.0,6,1,0,0
2274,0,0.0,0,1,0,0
2275,2,10.5,5,0,0,0
2276,6,14.428571428571429,6,1,0,2
2277,4,12.75,6,1,0,2
2278,3,11.0,6,1,0,1
2279,0,0.0,6,1,0,0
2280,12,12.307692307692308,12,1,0,2
2281,4,10.5,6,1,0,1
2282,5,10.0,6,0,0,0
2283,10,11.8,10,1,0,2
2284,4,11.5,6,1,0,1
2285,0,0.0,5,0,0,0
2286,5,13.4,5,1,0,2
2287,6,14.428571428571429,6,1,1,2
2288,2,11.5,5,1,0,1
2289,0,0.0,5,1,0,0
2290,2,13.5,6,1,0,0
2291,5,11.0,6,1,0,2
2292,3,11.333333333333334,5,1,0,0
2293,6,13.333333333333334,6,1,0,2
2294,0,0.0,0,0,0,0
2295,6,13.428571428571429,6,1,0,2
2296,1,10.0,5,1,0,0
2297,5,11.0,6,1,0,2
2298,6,11.0,6,1,0,2
2299,0,0.0,6,0,0,0
2300,1,14.0,6,1,0,1
2301,5,10.8,6,1,0,1
2302,2,11.0,5,1,1,1
2303,5,14.714285714285714,5,1,0,1
2304,0,0.0,5,1,0,0
2305,6,12.166666666666666,6,1,1,1
2306,0,0.0,5,0,0,0
2307,0,0.0,4,1,0,0
2308,0,0.0,8,1,0,0
2309,5,14.2,5,1,1,2
2310,6,14.0,6,1,1,2
2311,8,12.4875,8,1,0,2
2312,0,0.0,5,1,1,0
2313,5,14.6,5,1,0,2
2314,6,12.166666666666666,6,1,0,2
2315,5,15.6,5,1,0,0
2316,2,16.0,5,0,0,0
2317,0,0.0,5,1,0,0
2318,0,0.0,6,1,0,0
2319,6,14.714285714285714,6,1,0,2
2320,0,0.0,6,1,0,0
2321,4,16.5,6,1,0,1
2322,1,13.0,5,1,0,0
2323,7,14.085714285714284,7,1,0,1
2324,6,10.5,6,1,0,2
2325,0,0.0,5,1,0,0
2326,1,10.0,5,1,0,1
2327,3,10.666666666666666,5,0,0,0
2328,0,0.0,0,1,1,2
