,Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (enrolled),Tuition fees up to date,Scholarship holder
1795,7,13.512857142857142,8,1,1
1796,6,12.166666666666666,6,1,1
1797,3,11.666666666666666,5,1,1
1798,3,13.333333333333334,6,0,0
1799,0,0.0,6,0,0
1800,5,12.288,8,1,0
1801,7,13.285714285714286,10,1,0
1802,5,12.8,5,1,1
1803,4,11.142857142857142,6,1,0
1804,0,0.0,5,0,0
1805,0,0.0,5,1,0
1806,3,11.5,5,1,1
1807,0,0.0,6,1,0
1808,4,12.0,5,0,1
1809,5,13.0,5,1,0
1810,6,12.833333333333334,6,1,0
1811,8,13.544444444444444,8,1,1
1812,5,12.6,7,1,0
1813,5,11.5,5,1,0
1814,0,0.0,6,1,0
1815,6,13.727272727272728,6,1,0
1816,13,12.0,14,1,0
1817,6,12.5,6,1,0
1818,0,0.0,6,0,0
1819,8,14.75,8,1,0
1820,3,11.666666666666666,6,0,0
1821,5,11.1,7,1,1
1822,0,0.0,5,1,0
1823,2,10.5,6,1,0
1824,6,12.666666666666666,6,1,0
1825,6,14.166666666666666,6,1,0
1826,6,14.333333333333334,6,1,1
1827,2,10.5,5,1,0
1828,0,0.0,7,0,0
1829,5,12.0,5,1,1
1830,4,11.5,6,1,0
1831,5,14.0,6,1,1
1834,8,14.864444444444445,8,1,1
1835,6,11.5,6,1,1
1836,7,12.142857142857142,7,1,0
1837,5,12.16,7,1,0
1838,8,13.427499999999998,8,1,0
1839,2,15.5,6,1,0
1840,0,0.0,6,1,0
1841,0,0.0,5,1,0
1842,3,11.0,5,1,1
1843,5,11.4,5,1,0
1844,8,12.36111111111111,8,1,0
1845,2,13.0,6,1,0
1846,4,12.25,6,1,0
1847,2,10.0,5,1,0
1848,8,12.68888888888889,8,1,0
1849,4,11.0,6,1,0
1850,0,0.0,8,0,0
1851,5,14.8,5,1,0
1852,5,11.8,5,1,0
1853,6,14.666666666666666,6,1,0
1854,2,10.5,5,0,0
1855,0,0.0,6,0,0
1856,6,12.875,6,0,1
1857,5,12.4,6,0,0
1858,6,12.333333333333334,6,1,0
1859,2,12.5,5,1,0
1860,0,0.0,5,1,0
1861,1,11.0,5,1,0
1862,0,0.0,6,0,0
1863,6,13.166666666666666,6,1,0
1864,0,0.0,5,1,1
1865,5,12.4,5,1,0
1866,0,0.0,5,0,0
1867,0,0.0,5,0,0
1868,11,14.333333333333334,11,1,1
1869,3,12.666666666666666,6,1,0
1870,0,0.0,5,0,0
1871,0,0.0,7,1,1
1872,9,15.011111111111113,10,1,0
1873,0,0.0,5,1,0
1874,4,12.75,6,1,1
1875,6,13.3,7,1,0
1876,0,0.0,7,1,0
1877,0,0.0,8,1,0
1878,0,0.0,0,0,1
1879,7,13.55714285714286,8,1,0
1880,6,14.636363636363637,6,1,0
1881,3,10.333333333333334,6,1,0
1882,0,0.0,6,1,0
1883,0,0.0,0,1,0
1884,3,11.725,7,1,0
1885,6,12.183333333333332,7,1,0
1886,4,11.0,8,0,0
1887,0,0.0,4,0,0
1888,5,14.333333333333334,6,1,0
1889,0,0.0,0,1,0
1890,0,0.0,0,1,0
1891,8,13.435,8,1,1
1892,0,0.0,5,1,0
1893,0,0.0,0,1,0
1894,17,12.176470588235292,17,1,0
1895,3,11.0,6,1,0
1896,2,11.5,6,1,0
1897,4,11.5,6,0,0
1898,0,0.0,0,1,0
1899,8,14.0,9,1,0
1900,6,12.666666666666666,6,1,0
1902,6,14.0,6,1,0
1903,6,13.116666666666667,7,1,0
1904,6,11.666666666666666,6,1,0
1905,6,14.166666666666666,6,1,1
1906,8,15.6625,8,1,0
1907,7,12.944285714285714,8,1,0
1908,5,11.0,6,1,0
1909,6,14.266666666666666,7,1,0
1910,5,14.0,6,1,0
1911,8,12.48375,8,1,0
1912,8,15.3125,8,1,0
1913,0,0.0,6,0,0
1914,5,12.2,6,1,0
1915,6,13.45,7,1,0
1916,6,12.6,7,1,1
1917,8,12.9375,8,1,0
1918,5,12.8,6,1,1
1919,5,14.6,6,1,0
1920,2,13.5,6,1,0
1921,6,14.0,6,1,0
1922,3,10.0,6,1,0
1923,4,12.5,5,1,0
1924,0,0.0,6,1,1
1925,5,14.0,6,1,0
1926,5,12.714285714285714,5,1,1
1927,6,12.5,6,1,1
1928,5,13.0,6,0,1
1929,8,15.11111111111111,8,1,1
1930,8,13.21875,8,1,0
1931,6,12.333333333333334,6,1,0
1932,4,11.25,6,1,0
1933,8,13.3675,8,1,1
1934,7,12.825714285714286,8,1,1
1935,8,13.8875,8,1,0
1936,4,12.8,6,1,0
1937,6,13.683333333333332,7,1,0
1938,1,12.0,6,1,0
1939,5,11.2,6,1,0
1940,6,12.166666666666666,6,1,1
1941,6,13.166666666666666,6,1,0
1942,6,14.5,6,1,1
1943,5,11.4,6,1,0
1944,6,13.142857142857142,6,1,1
1945,8,14.9625,8,1,0
1946,8,14.035,8,1,0
1947,3,14.0,5,1,0
1948,6,13.333333333333334,6,1,1
1949,7,12.33,8,1,0
1950,0,0.0,6,1,0
1951,0,0.0,6,1,0
1952,0,0.0,0,0,0
1953,6,12.0,6,1,1
1954,5,12.46,8,1,0
1955,6,13.166666666666666,7,1,0
1956,2,11.5,6,1,0
1957,7,14.805714285714286,8,1,0
1958,6,11.714285714285714,6,1,0
1959,6,13.0,9,0,0
1960,6,12.666666666666666,6,1,1
1962,5,13.8,6,1,1
1963,8,13.7125,8,1,1
1964,3,10.333333333333334,5,1,0
1965,12,13.461538461538462,12,1,0
1966,3,13.0,5,1,0
1967,5,11.6,5,1,0
1968,3,10.666666666666666,6,1,0
1969,5,15.4,6,1,0
1970,3,11.0,10,1,0
1971,6,12.142857142857142,6,1,1
1972,5,13.125,6,1,1
1973,5,12.2,5,1,1
1974,8,13.244444444444444,8,1,0
1975,10,11.4,11,1,0
1976,7,12.62142857142857,7,1,0
1978,3,13.0,6,1,0
1979,6,14.5,6,1,1
1980,5,13.0,5,1,1
1981,6,11.833333333333334,6,1,1
1982,5,13.285714285714286,5,1,1
1983,6,13.966666666666669,7,1,0
1984,8,14.14125,8,1,1
1985,4,11.75,6,1,1
1986,8,14.6625,8,1,1
1987,0,0.0,5,1,0
1988,8,12.66875,8,1,1
1989,5,12.2,6,1,0
1990,5,12.8,6,1,0
1991,0,0.0,0,1,0
1992,4,11.75,6,1,0
1993,5,11.8,5,1,0
1994,0,0.0,6,1,1
1995,6,11.666666666666666,6,1,0
1996,6,13.1,6,1,0
1997,6,13.333333333333334,6,1,0
1998,0,0.0,6,1,0
1999,13,11.384615384615383,13,0,0
2000,3,10.333333333333334,6,0,0
2001,0,0.0,6,1,1
2002,5,12.6,6,1,0
2003,4,12.0,6,1,1
2004,0,0.0,5,0,0
2005,5,13.2,5,1,0
2006,6,14.166666666666666,6,1,0
2007,6,12.0,6,1,1
2008,0,0.0,0,1,0
2009,0,0.0,6,1,0
2010,6,12.666666666666666,7,1,1
2011,5,12.4,5,1,0
2012,5,10.6,6,1,0
2013,0,0.0,5,0,0
2014,0,0.0,6,0,0
2015,6,13.285714285714286,6,1,0
2016,5,12.2,6,1,0
2017,8,14.22222222222222,8,1,0
2018,5,13.0,6,1,0
2019,6,13.833333333333334,6,1,1
2020,0,0.0,6,0,0
2021,0,0.0,6,0,0
2022,0,0.0,0,1,0
2023,6,12.285714285714286,6,1,0
2024,4,11.75,5,1,0
2025,7,12.9125,8,1,0
2026,0,0.0,0,1,0
2027,0,0.0,0,1,0
2028,6,12.966666666666669,7,1,1
2029,6,13.666666666666666,6,1,0
2030,8,14.36875,8,1,0
2032,4,12.25,6,1,0
2033,0,0.0,5,1,0
2034,6,14.166666666666666,6,1,1
2035,4,14.375,7,1,0
2036,1,10.0,5,1,0
2037,2,12.0,5,1,0
2038,4,11.5,5,1,0
2039,6,11.666666666666666,6,1,1
2040,2,11.0,6,0,0
2041,10,11.6,10,1,0
2043,6,12.166666666666666,6,1,0
2044,4,12.8,6,1,0
2045,7,12.842857142857143,8,1,0
2046,0,0.0,8,1,0
2047,4,11.225,7,1,0
2048,8,15.125,8,1,0
2049,7,13.44285714285714,8,1,0
2050,5,10.833333333333334,6,1,0
2051,6,12.285714285714286,6,1,1
2052,0,0.0,1,1,0
2053,6,13.066666666666668,7,1,0
2054,8,14.0625,8,1,1
2055,6,13.5,6,1,1
2056,11,12.636363636363637,11,1,1
2057,2,12.0,6,1,0
2058,4,11.25,5,1,1
2059,5,12.0,6,0,0
2060,8,13.666666666666666,8,1,1
2061,8,13.3875,8,1,1
2062,7,13.328571428571427,8,1,0
2063,5,11.0,6,1,0
2064,5,13.2,5,1,0
2065,6,15.0,6,1,1
2066,6,12.666666666666666,6,1,1
2067,6,12.5,6,1,1
2068,5,11.0,6,1,0
2069,3,12.333333333333334,5,0,0
2070,6,11.77777777777778,6,1,0
2071,6,12.916666666666666,7,1,0
2072,5,13.8,6,1,0
2073,5,13.8,5,1,1
2074,6,13.666666666666666,6,1,1
2075,6,15.0,6,1,1
2076,6,12.333333333333334,6,1,0
2077,8,14.3775,8,1,0
2078,7,13.042857142857144,8,1,0
2079,6,14.15,7,1,1
2080,7,12.471428571428572,8,1,1
2081,6,14.15,7,1,0
2082,8,14.0475,8,1,0
2083,6,14.666666666666666,6,1,0
2084,6,13.166666666666666,6,1,1
2085,0,0.0,4,0,0
2086,0,0.0,6,1,0
2087,5,15.166666666666666,6,1,0
2088,6,12.633333333333333,7,1,1
2089,5,12.6,5,0,0
2090,6,14.233333333333334,7,1,0
2091,3,11.333333333333334,5,1,0
2092,7,15.7,8,1,0
2093,6,15.2,7,1,0
2094,5,15.6,6,0,0
2095,12,12.857142857142858,12,1,0
2096,0,0.0,8,1,0
2097,6,12.0,6,1,0
2098,8,13.78125,8,1,1
2099,5,11.666666666666666,6,1,0
2100,5,11.833333333333334,6,1,0
2101,4,12.0,6,1,0
2102,8,14.28625,8,1,1
2103,3,10.666666666666666,6,0,0
2104,6,14.428571428571429,6,1,1
2105,2,13.4,7,1,1
2106,4,12.5,6,1,0
2107,5,13.2,6,1,0
2108,3,11.8,5,1,0
2109,5,13.0,6,1,0
2110,3,15.333333333333334,5,1,0
2111,6,14.333333333333334,6,1,1
2112,8,16.8,8,1,0
2113,6,11.857142857142858,6,1,0
2114,4,11.25,6,1,0
2115,0,0.0,6,1,0
2116,6,12.0,6,1,0
2117,8,12.82875,8,1,0
2118,5,14.4,6,1,0
2119,0,0.0,0,1,0
2120,0,0.0,6,0,1
2121,4,12.4,5,1,0
2122,5,11.6,5,1,1
2123,0,0.0,6,1,0
2124,0,0.0,0,1,0
2126,8,13.744444444444444,8,1,1
2127,6,12.758333333333333,8,0,0
2128,0,0.0,0,1,1
2129,6,13.25,6,1,0
2130,4,12.75,6,1,0
2131,6,12.0,6,1,1
2132,5,12.2,5,1,0
2133,8,13.05,8,1,1
2134,7,13.614285714285714,8,1,0
2135,0,0.0,6,1,0
2137,6,12.5,6,1,0
2138,8,14.4375,8,1,1
2139,2,11.5,5,0,1
2140,7,12.728571428571428,8,1,0
2141,5,11.285714285714286,5,1,0
2142,6,13.285714285714286,6,1,0
2143,0,0.0,0,1,0
2144,6,13.666666666666666,6,1,0
2145,5,14.166666666666666,6,0,0
2146,6,12.833333333333334,6,1,1
2147,4,12.5,6,1,0
2148,5,14.8,5,1,0
2149,6,14.428571428571429,6,1,1
2150,7,13.285714285714286,7,1,0
2151,5,12.333333333333334,6,1,0
2152,8,13.125555555555556,8,1,0
2153,9,13.0,11,1,0
2154,6,15.142857142857142,6,1,0
2155,8,15.092,8,1,1
2156,0,0.0,0,1,0
2157,6,13.142857142857142,6,1,0
2158,5,14.333333333333334,6,1,0
2159,3,10.333333333333334,6,1,1
2160,7,14.565714285714288,8,1,1
2161,4,10.75,5,0,0
2162,0,0.0,5,1,0
2163,7,13.775,8,1,0
2164,6,15.333333333333334,6,1,0
2165,6,13.833333333333334,6,1,0
2166,7,14.962857142857144,8,1,1
2167,5,11.2,5,1,0
2168,8,12.8,8,1,0
2169,6,17.166666666666668,6,1,0
2170,7,13.714285714285714,8,1,0
2171,6,12.166666666666666,6,1,0
2172,3,11.0,6,1,0
2173,0,0.0,5,0,0
2174,11,12.75,11,1,1
2175,0,0.0,0,1,0
2176,6,14.166666666666666,6,1,0
2177,2,10.5,6,1,0
2178,8,14.772727272727272,8,1,0
2179,6,12.714285714285714,6,1,0
2180,0,0.0,0,1,0
2181,6,10.5,6,1,1
2182,8,13.063636363636364,8,1,1
2183,10,12.9,12,1,0
2184,2,10.5,6,1,0
2185,3,12.333333333333334,6,1,1
2186,5,11.142857142857142,6,1,1
2187,8,13.40375,8,1,1
2188,3,12.666666666666666,6,1,1
2189,6,12.333333333333334,6,1,0
2190,0,0.0,0,1,1
2191,0,0.0,8,1,0
2192,4,16.0,6,0,0
2193,3,11.0,5,1,0
2194,0,0.0,0,1,1
2195,6,12.285714285714286,6,1,1
2196,4,12.25,5,1,0
2197,4,10.333333333333334,6,1,0
2198,2,10.0,5,1,0
2199,0,0.0,7,1,0
2200,0,0.0,6,0,0
2201,2,12.6,8,1,0
2202,4,12.5,6,1,0
2203,0,0.0,0,1,0
2204,5,11.8,6,1,0
2205,6,14.125,6,1,1
2206,0,0.0,5,0,0
2207,3,13.333333333333334,5,1,0
2208,3,10.571428571428571,5,1,1
2209,0,0.0,6,0,0
2210,7,13.1,8,1,0
2211,6,13.166666666666666,6,1,0
2212,3,12.0,5,1,0
2213,3,13.0,6,1,0
2214,6,15.166666666666666,6,1,0
2216,4,13.6,7,1,0
2217,3,11.0,5,1,0
2218,6,13.5,6,1,0
2219,6,14.666666666666666,6,1,0
2220,7,12.742857142857144,8,1,0
2221,7,13.12857142857143,8,1,0
2222,3,11.666666666666666,5,1,0
2223,0,0.0,0,0,0
2224,7,14.935714285714283,8,1,1
2225,4,10.0,6,1,0
2226,5,13.0,6,1,0
2227,0,0.0,6,1,0
2228,4,14.0,6,1,0
2229,4,10.75,6,1,0
2230,0,0.0,0,1,0
2231,0,0.0,0,1,0
2232,0,0.0,5,1,0
2233,3,11.666666666666666,6,1,0
2234,4,12.0,6,1,1
2235,0,0.0,0,1,1
2236,2,13.0,6,1,0
2237,0,0.0,6,0,0
2238,3,11.333333333333334,6,1,0
2239,0,0.0,6,0,0
2240,5,12.2,6,1,0
2241,3,11.333333333333334,5,1,0
2242,2,10.5,5,1,0
2243,8,13.90625,8,1,1
2244,1,10.0,6,1,0
2245,6,13.666666666666666,6,1,0
2246,6,12.416666666666666,7,1,1
2248,0,0.0,5,0,0
2249,4,13.25,5,1,0
2250,2,14.0,6,1,0
2251,7,12.25,11,1,0
2252,5,14.4,11,1,0
2253,0,0.0,5,0,0
2254,0,0.0,5,0,0
2255,5,14.333333333333334,6,1,0
2256,12,12.25,16,0,0
2257,2,11.5,6,1,0
2258,3,12.666666666666666,6,1,0
2259,6,13.166666666666666,6,1,0
2260,6,12.714285714285714,6,1,1
2261,2,11.5,5,1,0
2262,0,0.0,6,1,0
2263,10,15.0,10,0,0
2264,5,11.8,6,1,0
2265,4,14.8,6,0,0
2266,1,13.0,6,1,0
2267,0,0.0,5,1,0
2268,3,10.666666666666666,7,1,0
2269,0,0.0,5,1,0
2270,0,0.0,5,0,0
2271,5,12.8,6,1,1
2272,5,11.142857142857142,5,1,0
2273,0,0.0,6,1,0
2274,0,0.0,0,1,0
2275,2,10.5,5,0,0
2276,6,14.428571428571429,6,1,0
2277,4,12.75,6,1,0
2278,3,11.0,6,1,0
2279,0,0.0,6,1,0
2280,12,12.307692307692308,12,1,0
2281,4,10.5,6,1,0
2282,5,10.0,6,0,0
2283,10,11.8,10,1,0
2284,4,11.5,6,1,0
2285,0,0.0,5,0,0
2286,5,13.4,5,1,0
2287,6,14.428571428571429,6,1,1
2288,2,11.5,5,1,0
2289,0,0.0,5,1,0
2290,2,13.5,6,1,0
2291,5,11.0,6,1,0
2292,3,11.333333333333334,5,1,0
2293,6,13.333333333333334,6,1,0
2294,0,0.0,0,0,0
2295,6,13.428571428571429,6,1,0
2296,1,10.0,5,1,0
2297,5,11.0,6,1,0
2298,6,11.0,6,1,0
2299,0,0.0,6,0,0
2300,1,14.0,6,1,0
2301,5,10.8,6,1,0
2302,2,11.0,5,1,1
2303,5,14.714285714285714,5,1,0
2304,0,0.0,5,1,0
2305,6,12.166666666666666,6,1,1
2306,0,0.0,5,0,0
2307,0,0.0,4,1,0
2308,0,0.0,8,1,0
2309,5,14.2,5,1,1
2310,6,14.0,6,1,1
2311,8,12.4875,8,1,0
2312,0,0.0,5,1,1
2313,5,14.6,5,1,0
2314,6,12.166666666666666,6,1,0
2315,5,15.6,5,1,0
2316,2,16.0,5,0,0
2317,0,0.0,5,1,0
2318,0,0.0,6,1,0
2319,6,14.714285714285714,6,1,0
2320,0,0.0,6,1,0
2321,4,16.5,6,1,0
2322,1,13.0,5,1,0
2323,7,14.085714285714284,7,1,0
2324,6,10.5,6,1,0
2325,0,0.0,5,1,0
2326,1,10.0,5,1,0
2327,3,10.666666666666666,5,0,0
2328,0,0.0,0,1,1
2329,0,0.0,6,0,1
2330,0,0.0,5,1,0
2331,0,0.0,6,1,0
2332,5,12.4,6,1,0
2333,0,0.0,0,1,1
2334,6,14.333333333333334,6,1,1
2335,6,11.166666666666666,6,1,1
2336,5,11.2,8,1,0
2337,0,0.0,6,1,0
2338,3,13.333333333333334,6,1,0
2339,5,13.714285714285714,5,1,0
2340,0,0.0,6,0,0
2341,3,14.666666666666666,5,1,0
2342,12,11.5,13,1,0
2343,5,13.0,5,1,0
2344,8,11.50625,9,1,0
2345,7,13.75,9,1,1
2346,4,13.25,6,1,0
2347,5,15.285714285714286,5,1,0
2348,0,0.0,6,1,1
2349,6,11.5,6,1,0
2350,7,13.614285714285714,8,1,0
2351,10,14.3,12,1,0
2352,5,14.2,5,1,0
2353,5,11.8,6,1,1
2354,0,0.0,6,1,0
2355,6,14.285714285714286,6,1,0
2356,0,0.0,0,1,0
2357,4,11.875,6,1,0
2358,6,14.6,6,1,0
2359,2,10.5,6,1,0
2360,1,11.0,5,1,0
2361,0,0.0,5,1,0
2362,5,12.8,5,1,0
2363,2,11.666666666666666,5,1,0
2364,4,12.5,6,1,1
2365,6,14.5,6,1,0
2366,11,11.909090909090908,17,1,0
2367,6,13.666666666666666,6,1,0
2368,5,13.8,6,0,0
2369,3,13.333333333333334,5,1,0
2370,5,11.77777777777778,6,1,0
2371,0,0.0,0,1,1
2372,0,0.0,0,1,0
2373,6,12.0,6,1,0
2374,3,12.0,5,1,0
2375,5,11.0,6,0,0
2376,4,14.75,5,1,1
2377,0,0.0,5,0,0
2378,3,11.333333333333334,8,0,0
2379,6,12.5,6,1,1
2380,6,12.857142857142858,6,1,1
2381,6,12.333333333333334,6,1,1
2382,5,15.142857142857142,5,1,0
2383,9,11.444444444444445,12,1,0
2384,0,0.0,5,1,0
2385,6,11.333333333333334,6,1,0
2386,3,10.666666666666666,6,1,0
2387,0,0.0,0,0,0
2388,2,12.5,5,1,1
2389,0,0.0,5,1,0
2390,4,12.0,7,0,0
2391,10,11.6,13,1,0
2392,3,12.333333333333334,5,1,0
2393,0,0.0,6,1,0
2394,5,11.5,5,1,1
2395,3,12.333333333333334,6,1,0
2396,0,0.0,6,1,0
2397,5,12.4,6,1,0
2398,6,14.571428571428571,6,1,0
2399,8,11.7125,8,1,0
2400,4,11.0,8,1,0
2401,5,12.8,5,1,0
2402,3,11.0,5,0,0
2403,7,15.885714285714286,8,1,0
2404,4,11.58,7,0,0
2405,6,14.166666666666666,6,0,0
2406,0,0.0,0,1,0
2408,0,0.0,5,1,0
2409,3,11.0,5,1,0
2410,0,0.0,5,1,0
2411,0,0.0,6,0,0
2412,4,12.5,5,1,0
2413,3,10.666666666666666,6,1,0
2414,10,11.181818181818182,10,1,0
2415,0,0.0,5,1,0
2416,4,11.25,6,1,1
2417,14,11.357142857142858,14,1,0
2418,11,12.666666666666666,11,0,1
2419,5,13.4,6,1,0
2420,0,0.0,6,1,0
2421,0,0.0,5,1,0
2422,5,12.2,6,1,0
2423,0,0.0,4,1,0
2424,0,0.0,2,1,0
2425,0,0.0,5,0,0
2426,0,0.0,5,0,0
2427,5,11.6,5,1,1
2428,6,10.857142857142858,7,1,0
2429,5,13.0,8,1,0
2430,5,12.6,6,1,1
2431,5,16.0,5,1,1
2432,6,12.666666666666666,6,1,1
2433,3,13.0,5,1,0
2434,3,11.666666666666666,5,1,0
2435,5,12.6,5,1,0
2436,12,12.083333333333334,12,1,0
2437,3,12.5,6,1,1
2438,10,12.7,12,0,0
2439,0,0.0,5,1,0
2440,0,0.0,5,0,0
2441,3,11.0,6,1,0
2442,1,10.0,5,1,0
2443,12,17.692307692307693,12,1,0
2444,0,0.0,6,1,0
2445,4,12.6,7,1,0
2446,5,16.2,5,1,0
2448,0,0.0,5,0,0
2449,5,12.8,5,1,0
2450,0,0.0,0,0,0
2451,0,0.0,6,0,0
2452,4,12.0,5,1,0
2453,11,13.083333333333334,11,1,0
2454,0,0.0,5,1,1
2455,6,15.3,6,1,0
2456,6,13.5,6,1,0
2457,1,13.0,5,1,0
2458,0,0.0,5,1,0
2459,5,13.2,5,1,0
2460,0,0.0,6,1,0
2461,0,0.0,6,1,0
2462,0,0.0,0,1,0
2463,0,0.0,6,1,1
2464,4,11.8,5,0,0
2465,0,0.0,6,1,0
2466,1,16.0,5,1,0
2467,6,12.3,6,1,1
2468,3,12.666666666666666,9,1,0
2469,0,0.0,5,1,0
2470,2,11.0,6,1,0
2471,0,0.0,5,0,0
2472,3,10.333333333333334,6,1,0
2473,0,0.0,6,0,0
2474,6,15.0,6,1,0
2475,0,0.0,5,0,0
2477,5,12.2,6,1,0
2478,7,11.347142857142858,8,1,0
2479,3,11.333333333333334,5,1,0
2480,0,0.0,0,1,0
2481,5,12.4,6,1,1
2482,5,14.833333333333334,5,1,0
2483,11,12.181818181818182,12,1,0
2484,5,14.8,5,1,0
2485,1,12.0,7,0,0
2486,0,0.0,6,1,0
2487,0,0.0,5,1,0
2488,2,12.5,5,1,0
2489,6,12.5,6,1,1
2490,4,10.25,6,1,0
2491,2,13.5,5,1,0
2492,7,10.428571428571429,10,0,0
2493,5,12.5,6,1,0
2494,6,14.0,6,1,1
2495,6,13.666666666666666,6,1,0
2496,0,0.0,0,1,1
2497,6,12.5,6,1,0
2498,0,0.0,0,1,1
2499,1,15.0,6,1,0
2501,6,13.333333333333334,6,1,0
2502,14,11.642857142857142,14,1,0
2503,7,13.071428571428571,8,1,1
2504,0,0.0,6,1,0
2505,7,13.585714285714284,8,1,1
2506,8,11.425,8,1,0
2507,5,12.0,6,1,1
2508,0,0.0,0,1,1
2509,13,13.615384615384617,13,1,0
2510,0,0.0,6,0,0
2511,5,12.419999999999998,7,1,0
2512,8,13.0625,8,1,0
2513,6,12.0,6,1,0
2514,5,12.8,6,1,0
2516,4,12.0,6,1,1
2517,7,12.214285714285714,8,1,1
2518,6,13.0,6,1,1
2519,6,13.5,6,1,1
2520,6,13.0,6,1,1
2521,6,11.166666666666666,6,1,0
2522,7,13.085714285714284,8,1,1
2523,0,0.0,6,1,0
2524,0,0.0,6,1,1
2525,3,11.0,6,1,0
2526,6,12.833333333333334,6,1,1
2527,8,13.65625,8,1,1
2528,6,14.285714285714286,6,1,0
2529,4,12.625,5,1,1
2530,6,12.333333333333334,6,1,0
2531,6,13.2,6,1,1
2532,6,11.0,6,1,1
2533,6,13.0,6,1,1
2534,6,13.142857142857142,6,1,1
2535,4,10.75,6,1,0
2536,5,15.142857142857142,5,1,0
2537,6,15.833333333333334,6,1,0
2539,5,12.4,5,1,1
2540,0,0.0,5,1,0
2541,0,0.0,6,1,1
2542,8,14.75,8,1,1
2543,0,0.0,6,1,0
2544,4,11.5,6,1,0
2545,6,14.333333333333334,6,1,0
2546,6,11.833333333333334,6,1,0
2547,8,13.2325,8,1,0
2548,6,14.166666666666666,6,1,1
2549,0,0.0,6,1,1
2551,6,14.333333333333334,6,1,1
2552,6,11.5,6,1,0
2553,0,0.0,5,1,0
2554,3,11.333333333333334,5,1,0
2555,2,10.5,5,1,0
2556,5,11.4,5,1,0
2557,0,0.0,0,1,0
2558,2,10.666666666666666,5,1,0
2559,6,13.5,6,1,0
2560,5,12.6,6,1,0
2561,8,13.07375,8,1,0
2562,0,0.0,7,1,0
2563,0,0.0,5,1,0
2564,6,13.333333333333334,6,1,1
2565,6,13.428571428571429,6,1,0
2566,8,14.788888888888888,8,1,1
2567,5,11.2,6,1,0
2568,5,12.2,5,1,0
2569,6,14.666666666666666,6,1,1
2570,8,14.4025,8,1,0
2571,8,16.3875,8,1,0
2572,6,14.166666666666666,6,1,0
2573,6,14.983333333333334,7,1,0
2574,6,13.0,6,1,1
2575,7,14.142857142857142,7,1,0
2576,3,11.0,6,1,0
2577,1,10.0,6,1,0
2578,6,13.983333333333334,7,1,0
2579,6,12.833333333333334,6,1,0
2580,6,13.0,6,1,1
2581,0,0.0,6,0,0
2582,5,15.4,5,1,0
2583,4,11.25,5,1,0
2584,6,13.666666666666666,6,1,0
2585,6,12.0,6,1,0
2586,3,12.666666666666666,5,1,0
2587,1,11.0,5,1,0
2588,2,10.5,6,1,0
2589,5,12.2,6,1,0
2590,0,0.0,6,1,0
2591,6,13.166666666666666,7,0,0
2592,10,11.615384615384617,10,1,0
2593,8,11.675,8,1,0
2594,1,12.0,5,1,0
2595,6,12.166666666666666,6,1,1
2596,5,12.2,6,1,0
2597,0,0.0,0,1,1
2598,4,12.0,5,1,0
2599,5,12.0,6,1,0
2600,5,12.8,6,1,1
2601,3,11.333333333333334,6,1,0
2602,6,12.833333333333334,6,1,0
2604,1,13.0,6,1,0
2605,5,12.0,5,1,0
2606,5,12.2,5,1,0
2607,6,13.142857142857142,6,1,0
2608,4,12.75,6,1,0
2609,2,10.0,7,1,0
2610,8,13.755555555555556,8,1,0
2611,4,12.25,6,1,0
2612,5,15.833333333333334,5,1,0
2613,0,0.0,5,1,0
2614,3,13.0,5,1,0
2615,4,13.0,6,0,0
2616,0,0.0,6,1,1
2617,5,12.8,6,1,1
2618,5,12.4,6,1,1
2619,6,12.571428571428571,6,1,1
2620,10,11.9,11,1,0
2621,6,11.833333333333334,6,1,1
2623,1,11.0,1,1,0
2624,6,12.0,6,1,0
2625,1,12.0,5,1,0
2626,8,14.38888888888889,8,1,0
2627,7,12.2,7,1,0
2628,4,11.75,5,1,1
2630,1,12.0,5,1,0
2631,0,0.0,6,1,0
2632,8,12.55375,8,1,0
2633,7,12.665714285714284,8,1,0
2634,4,13.0,6,1,0
2635,0,0.0,5,1,0
2636,0,0.0,6,0,0
2637,0,0.0,0,1,0
2638,5,12.2,5,1,0
2639,17,12.117647058823527,17,1,0
2640,0,0.0,5,1,0
2641,6,11.5,6,1,1
2642,0,0.0,6,1,0
2643,3,13.5,5,1,0
2644,5,13.833333333333334,6,1,0
2645,0,0.0,0,1,0
2646,7,12.142857142857142,8,1,0
2647,2,12.0,6,0,0
2648,2,13.5,11,1,0
2649,5,12.002,8,1,0
2650,8,13.22222222222222,8,1,0
2651,1,11.0,6,0,0
2652,6,14.166666666666666,6,1,1
2653,0,0.0,5,1,0
2654,7,13.867142857142856,8,1,0
2655,6,12.675,8,1,0
2656,0,0.0,0,1,0
2657,6,12.5,6,1,1
2658,0,0.0,0,1,0
2659,5,12.2,6,1,1
2660,4,11.333333333333334,5,1,0
2661,6,14.166666666666666,6,1,0
2662,4,11.575,7,0,0
2663,0,0.0,5,0,0
2664,5,14.166666666666666,5,1,0
2665,4,12.25,6,0,0
2666,6,13.125,6,1,0
2667,1,11.0,5,0,0
2668,7,11.635714285714286,8,1,0
2669,0,0.0,5,1,0
2670,5,11.285714285714286,5,1,0
